system:index,area_m2,count,crop,date,full,mean,name,valid_frac,.geo
20260613T013651_20260613T014240_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2026-06-13,14,0.34277559764041743,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2026-06-13,14,0.5604660525513744,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPA_5,3830,40,コシヒカリ 原種,2026-06-13,27,0.37567587875102204,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2026-06-13,36,0.46252845977651763,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPA_7,3000,29,コシヒカリ 原種,2026-06-13,27,0.5132148139499076,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPA_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2026-06-13,12,0.30287829886377055,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPA_9,4040,32,あきさかり 原種,2026-06-13,35,0.26026192195934134,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPA_10,3960,32,ハナエチゼン 原種,2026-06-13,28,0.7414076788483724,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPA_11,1810,20,休耕,2026-06-13,15,0.20453392227605036,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPA_12,1870,16,越南315号 原種,2026-06-13,12,0.67326799792231,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2026-06-13,30,0.2908664909143212,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPA_14,1090,15,休耕,2026-06-13,6,0.30437888607481006,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPA_15,3560,36,いちほまれ 原種,2026-06-13,30,0.16911515473279876,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPA_16,1080,12,休耕,2026-06-13,6,0.3421816306827786,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_0,3020,28,コシヒカリ 原種,2026-06-13,28,0.42547415902645624,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_1,2950,28,はねうまもち 系統・原原原種・原原種,2026-06-13,21,0.11820872790809106,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2026-06-13,7,0.15818232091517476,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2026-06-13,14,0.3353948180082365,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2026-06-13,14,0.5596317592044203,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_5,3830,40,コシヒカリ 原種,2026-06-13,27,0.3666186347013584,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_6,4120,50,コシヒカリ 原原種・原種,2026-06-13,36,0.4590510878914997,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_7,3000,29,コシヒカリ 原種,2026-06-13,27,0.5106934037240334,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2026-06-13,12,0.2960542174710263,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_9,4040,32,あきさかり 原種,2026-06-13,35,0.2483277908880234,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_10,3960,32,ハナエチゼン 原種,2026-06-13,28,0.7476444488913796,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_11,1810,20,休耕,2026-06-13,15,0.19518960896634016,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_12,1870,16,越南315号 原種,2026-06-13,12,0.6771351146803376,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_13,3610,42,キヌヒカリ 原原種・原種,2026-06-13,30,0.2743433077413365,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_14,1090,15,休耕,2026-06-13,6,0.2969132391063189,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_15,3560,36,いちほまれ 原種,2026-06-13,30,0.14463797041327714,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260613T013651_20260613T014240_T53SPV_16,1080,12,休耕,2026-06-13,6,0.3353940000031201,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_0,3020,28,コシヒカリ 原種,2026-07-03,28,0.6558571510260887,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_1,2950,28,はねうまもち 系統・原原原種・原原種,2026-07-03,21,0.2990578962635222,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2026-07-03,7,0.29437192242407323,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2026-07-03,14,0.5523949814883568,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2026-07-03,14,0.694681016797318,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_5,3830,40,コシヒカリ 原種,2026-07-03,27,0.6375649846071686,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2026-07-03,36,0.6532014578798311,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_7,3000,29,コシヒカリ 原種,2026-07-03,27,0.7191744531992932,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2026-07-03,12,0.5168947340150264,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_9,4040,32,あきさかり 原種,2026-07-03,35,0.6245590162511242,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_10,3960,32,ハナエチゼン 原種,2026-07-03,28,0.7993196485483579,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_11,1810,20,休耕,2026-07-03,15,0.3735971172580351,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_12,1870,16,越南315号 原種,2026-07-03,12,0.7434387168567063,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2026-07-03,30,0.7046655938670159,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_14,1090,15,休耕,2026-07-03,6,0.441648519686962,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_15,3560,36,いちほまれ 原種,2026-07-03,30,0.7105947347117584,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPA_16,1080,12,休耕,2026-07-03,6,0.40141090446455807,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_0,3020,28,コシヒカリ 原種,2026-07-03,28,0.6507473714241984,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_1,2950,28,はねうまもち 系統・原原原種・原原種,2026-07-03,21,0.283032925772019,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2026-07-03,7,0.2782023892031616,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2026-07-03,14,0.5455326630534205,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2026-07-03,14,0.6906832727614377,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_5,3830,40,コシヒカリ 原種,2026-07-03,27,0.6307461293215687,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_6,4120,50,コシヒカリ 原原種・原種,2026-07-03,36,0.6474734362664258,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_7,3000,29,コシヒカリ 原種,2026-07-03,27,0.7152911627322938,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2026-07-03,12,0.5102674829365449,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_9,4040,32,あきさかり 原種,2026-07-03,35,0.6174289249816632,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_10,3960,32,ハナエチゼン 原種,2026-07-03,28,0.7971981541939082,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_11,1810,20,休耕,2026-07-03,15,0.3627326926782045,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_12,1870,16,越南315号 原種,2026-07-03,12,0.7406986566093727,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_13,3610,42,キヌヒカリ 原原種・原種,2026-07-03,30,0.7007704910633963,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_14,1090,15,休耕,2026-07-03,6,0.4325192027565438,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_15,3560,36,いちほまれ 原種,2026-07-03,30,0.706506522332098,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260703T013651_20260703T014112_T53SPV_16,1080,12,休耕,2026-07-03,6,0.39436065423775546,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_0,3020,28,コシヒカリ 原種,2026-07-08,28,0.7085806062747672,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_1,2950,28,はねうまもち 系統・原原原種・原原種,2026-07-08,21,0.31194824220487105,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2026-07-08,7,0.28878837725486284,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2026-07-08,14,0.5745533307617647,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2026-07-08,14,0.7523334711181747,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_5,3830,40,コシヒカリ 原種,2026-07-08,27,0.7322080152017475,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2026-07-08,36,0.6970158486391462,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_7,3000,29,コシヒカリ 原種,2026-07-08,27,0.8048579835671485,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2026-07-08,12,0.5652025350637724,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_9,4040,32,あきさかり 原種,2026-07-08,35,0.7740364951473293,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_10,3960,32,ハナエチゼン 原種,2026-07-08,28,0.8519491638047851,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_11,1810,20,休耕,2026-07-08,15,0.32332918537943695,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_12,1870,16,越南315号 原種,2026-07-08,12,0.7710104206552132,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2026-07-08,30,0.7525048958376841,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_14,1090,15,休耕,2026-07-08,6,0.33850876335403746,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_15,3560,36,いちほまれ 原種,2026-07-08,30,0.7973821062877566,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260708T013649_20260708T013653_T53SPA_16,1080,12,休耕,2026-07-08,6,0.3770581484937248,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260718T013649_20260718T014114_T53SPA_0,3020,28,コシヒカリ 原種,2026-07-18,28,0.7311762447441364,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260718T013649_20260718T014114_T53SPA_1,2950,28,はねうまもち 系統・原原原種・原原種,2026-07-18,21,0.3652692259771151,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260718T013649_20260718T014114_T53SPA_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2026-07-18,7,0.35096689944420933,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260718T013649_20260718T014114_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2026-07-18,14,0.5771263634122381,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260718T013649_20260718T014114_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2026-07-18,14,0.7401461525853967,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260718T013649_20260718T014114_T53SPA_5,3830,40,コシヒカリ 原種,2026-07-18,27,0.7540593159011565,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260718T013649_20260718T014114_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2026-07-18,36,0.7443597828764463,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260718T013649_20260718T014114_T53SPA_7,3000,29,コシヒカリ 原種,2026-07-18,27,0.7945782841346519,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260718T013649_20260718T014114_T53SPA_8,2420,12,ファイバースノウ 系統・原原原種・原原種,2026-07-18,12,0.5554945722159127,B4,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260718T013649_20260718T014114_T53SPA_9,4040,32,あきさかり 原種,2026-07-18,35,0.7995309127470624,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260718T013649_20260718T014114_T53SPA_10,3960,32,ハナエチゼン 原種,2026-07-18,28,0.7757049079888162,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260718T013649_20260718T014114_T53SPA_11,1810,20,休耕,2026-07-18,15,0.5588912814279047,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260718T013649_20260718T014114_T53SPA_12,1870,16,越南315号 原種,2026-07-18,12,0.7299319211161499,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260723T013651_20260723T014300_T53SPA_2,1740,6,県大3号・はねうまもち 系統・原原原種・原原種,2026-07-23,7,0.44564904831228336,A3,0.8571428571428571,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260723T013651_20260723T014300_T53SPA_4,2189,10,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2026-07-23,14,0.7795728691819467,A5,0.7142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260723T013651_20260723T014300_T53SPV_2,1740,6,県大3号・はねうまもち 系統・原原原種・原原種,2026-07-23,7,0.4431995907249495,A3,0.8571428571428571,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260723T013651_20260723T014300_T53SPV_4,2189,10,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2026-07-23,14,0.7795001554380534,A5,0.7142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_0,3020,28,コシヒカリ 原種,2026-08-04,28,0.7943533162144087,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_1,2950,28,はねうまもち 系統・原原原種・原原種,2026-08-04,21,0.8026942024655513,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2026-08-04,7,0.7684536048551394,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2026-08-04,14,0.7154325601152364,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2026-08-04,14,0.7550345498450212,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_5,3830,40,コシヒカリ 原種,2026-08-04,27,0.7820066260438979,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2026-08-04,36,0.7455413554355483,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_7,3000,29,コシヒカリ 原種,2026-08-04,27,0.8157131067572146,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2026-08-04,12,0.7281550949695282,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_9,4040,32,あきさかり 原種,2026-08-04,35,0.8726628503962954,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_10,3960,32,ハナエチゼン 原種,2026-08-04,28,0.6926333654663306,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_11,1810,20,休耕,2026-08-04,15,0.7977304325338956,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_12,1870,16,越南315号 原種,2026-08-04,12,0.6775592689610381,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2026-08-04,30,0.8107295767279463,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_14,1090,15,休耕,2026-08-04,6,0.5938908799635371,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_15,3560,36,いちほまれ 原種,2026-08-04,30,0.895089897321844,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260804T014111_20260804T014113_T53SPA_16,1080,12,休耕,2026-08-04,6,0.7538679618726835,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_0,3020,28,コシヒカリ 原種,2026-08-07,28,0.797556083882855,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_1,2950,28,はねうまもち 系統・原原原種・原原種,2026-08-07,21,0.8209621285060391,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2026-08-07,7,0.7824106203108663,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2026-08-07,14,0.7151543035165485,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2026-08-07,14,0.7131070372128526,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_5,3830,40,コシヒカリ 原種,2026-08-07,27,0.577870259901172,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2026-08-07,36,0.5229714402789248,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_7,3000,29,コシヒカリ 原種,2026-08-07,27,0.5481939520497491,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2026-08-07,12,0.6309715805591526,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_9,4040,32,あきさかり 原種,2026-08-07,35,0.8210037846471903,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_10,3960,32,ハナエチゼン 原種,2026-08-07,28,0.5566605521877599,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_11,1810,20,休耕,2026-08-07,15,0.4155210585952385,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_12,1870,16,越南315号 原種,2026-08-07,12,0.3808559938391836,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2026-08-07,30,0.41546172128521247,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_14,1090,15,休耕,2026-08-07,6,0.5185140334654662,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_15,3560,36,いちほまれ 原種,2026-08-07,30,0.42728472738391143,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPA_16,1080,12,休耕,2026-08-07,6,0.4242532188546413,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPV_0,3020,28,コシヒカリ 原種,2026-08-07,28,0.8020066634671448,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPV_1,2950,28,はねうまもち 系統・原原原種・原原種,2026-08-07,21,0.8251011059030694,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPV_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2026-08-07,7,0.7861963323321508,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPV_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2026-08-07,14,0.7187347374620484,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPV_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2026-08-07,14,0.7159496412947006,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPV_5,3830,40,コシヒカリ 原種,2026-08-07,27,0.5780119843337164,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPV_6,4120,50,コシヒカリ 原原種・原種,2026-08-07,36,0.521740582395466,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPV_7,3000,29,コシヒカリ 原種,2026-08-07,27,0.5476173962585332,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPV_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2026-08-07,12,0.6323464027502496,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20260807T013649_20260807T013650_T53SPV_9,4040,32,あきさかり 原種,2026-08-07,35,0.8280045988486183,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
